request_id,timestamp,lat,lon,status,passenger_rating
357,2026-08-18 16:24:28,-23.568812,-46.703268,CANCELLED,4.9
358,2026-08-18 18:48:42,-23.553789,-46.635752,CANCELLED,3.8
359,2026-08-18 00:19:26,-23.598372,-46.665348,CANCELLED,4.2
360,2026-08-18 11:33:12,-23.594083,-46.679809,CANCELLED,4.0
361,2026-08-18 10:25:16,-23.593166,-46.679017,COMPLETED,3.9
362,2026-08-18 07:29:46,-23.582680,-46.677698,COMPLETED,4.6
363,2026-08-18 09:10:12,-23.551752,-46.645797,COMPLETED,4.3
364,2026-08-18 06:00:16,-23.564965,-46.657933,COMPLETED,3.9
365,2026-08-18 09:39:27,-23.588703,-46.678329,COMPLETED,4.9
366,2026-08-18 02:52:22,-23.594512,-46.681442,CANCELLED,4.8
367,2026-08-18 19:43:56,-23.598764,-46.663945,COMPLETED,4.9
368,2026-08-18 07:43:52,-23.587138,-46.678572,COMPLETED,3.7
369,2026-08-18 09:33:13,-23.586306,-46.677580,COMPLETED,4.1
370,2026-08-18 22:04:11,-23.602524,-46.664927,CANCELLED,4.6
371,2026-08-18 07:38:46,-23.565294,-46.703201,CANCELLED,4.9
372,2026-08-18 05:40:37,-23.599359,-46.657786,COMPLETED,4.3
373,2026-08-18 11:23:00,-23.603673,-46.660216,COMPLETED,4.2
374,2026-08-17 23:47:35,-23.563289,-46.699691,COMPLETED,4.5
375,2026-08-18 07:43:00,-23.583380,-46.675959,COMPLETED,4.3
376,2026-08-18 05:32:52,-23.555081,-46.640741,COMPLETED,3.9
377,2026-08-18 05:43:11,-23.583549,-46.681103,CANCELLED,3.8
378,2026-08-18 19:23:53,-23.558973,-46.654664,COMPLETED,3.9
379,2026-08-18 11:37:57,-23.562403,-46.657504,COMPLETED,4.2
380,2026-08-18 19:41:27,-23.556695,-46.655204,CANCELLED,5.0
381,2026-08-18 21:54:10,-23.571036,-46.698711,COMPLETED,4.8
382,2026-08-18 15:35:49,-23.560506,-46.662552,COMPLETED,4.9
383,2026-08-18 15:45:43,-23.596338,-46.667060,NO_DRIVERS_AVAILABLE,4.4
384,2026-08-18 15:34:59,-23.587166,-46.676904,CANCELLED,4.1
385,2026-08-18 06:02:47,-23.558896,-46.654412,COMPLETED,4.5
386,2026-08-18 11:55:00,-23.589280,-46.683144,CANCELLED,4.9
387,2026-08-18 01:15:56,-23.601595,-46.668748,CANCELLED,4.1
388,2026-08-18 23:06:49,-23.591698,-46.675597,COMPLETED,4.9
389,2026-08-18 23:06:08,-23.560580,-46.652611,NO_DRIVERS_AVAILABLE,4.7
390,2026-08-18 06:13:53,-23.567838,-46.710106,COMPLETED,4.7
391,2026-08-18 23:08:39,-23.603416,-46.664173,COMPLETED,4.9
392,2026-08-18 07:26:11,-23.586958,-46.683020,CANCELLED,3.9
393,2026-08-18 01:18:44,-23.564436,-46.704292,NO_DRIVERS_AVAILABLE,4.9
394,2026-08-18 04:39:03,-23.571113,-46.698921,NO_DRIVERS_AVAILABLE,3.8
395,2026-08-18 09:32:56,-23.563653,-46.658527,COMPLETED,3.7
396,2026-08-18 05:38:01,-23.588315,-46.674354,COMPLETED,4.0
397,2026-08-18 04:11:49,-23.541651,-46.570561,COMPLETED,4.6
398,2026-08-18 14:04:22,-23.539395,-46.573697,COMPLETED,4.2
399,2026-08-18 20:25:26,-23.590647,-46.684987,COMPLETED,5.0
400,2026-08-18 11:09:33,-23.568442,-46.698789,COMPLETED,4.1
401,2026-08-18 02:56:49,-23.600292,-46.668250,COMPLETED,4.3
402,2026-08-18 00:46:30,-23.569101,-46.701139,CANCELLED,4.3
403,2026-08-18 13:17:00,-23.583152,-46.679440,COMPLETED,4.0
404,2026-08-18 14:45:25,-23.547956,-46.640139,COMPLETED,3.9
405,2026-08-18 21:03:33,-23.601098,-46.665730,COMPLETED,4.0
406,2026-08-18 07:45:35,-23.561616,-46.654385,COMPLETED,4.9
407,2026-08-18 15:17:59,-23.600695,-46.662430,CANCELLED,4.7
408,2026-08-18 06:39:32,-23.602488,-46.664031,COMPLETED,3.8
409,2026-08-18 08:45:41,-23.557044,-46.648993,COMPLETED,3.9
410,2026-08-18 08:59:50,-23.544865,-46.628577,COMPLETED,4.2
411,2026-08-18 19:10:15,-23.594140,-46.667903,COMPLETED,4.0
412,2026-08-18 21:35:49,-23.586582,-46.674479,CANCELLED,4.4
413,2026-08-18 01:37:21,-23.562115,-46.647494,COMPLETED,3.8
414,2026-08-18 18:53:33,-23.557521,-46.656634,COMPLETED,3.8
415,2026-08-18 07:57:18,-23.561075,-46.659396,CANCELLED,5.0
416,2026-08-18 03:30:09,-23.587670,-46.680727,COMPLETED,4.2
417,2026-08-18 06:42:50,-23.588687,-46.676692,CANCELLED,4.6
418,2026-08-18 08:49:25,-23.585353,-46.673282,COMPLETED,4.4
419,2026-08-18 11:29:48,-23.597520,-46.659618,CANCELLED,4.8
420,2026-08-18 01:52:36,-23.545866,-46.643196,COMPLETED,3.5
421,2026-08-18 21:03:23,-23.587216,-46.675604,COMPLETED,3.9
422,2026-08-18 05:21:00,-23.547524,-46.636813,COMPLETED,4.9
423,2026-08-18 02:42:24,-23.600381,-46.667632,COMPLETED,4.7
424,2026-08-18 20:50:27,-23.583126,-46.682269,COMPLETED,4.7
425,2026-08-18 20:27:08,-23.559215,-46.637066,NO_DRIVERS_AVAILABLE,4.4
426,2026-08-18 23:05:29,-23.588431,-46.674023,COMPLETED,4.8
427,2026-08-18 21:07:27,-23.561826,-46.655583,CANCELLED,3.5
428,2026-08-18 02:53:11,-23.553752,-46.638311,COMPLETED,4.6
429,2026-08-18 12:15:59,-23.544758,-46.572450,CANCELLED,3.6
430,2026-08-18 02:41:51,-23.587074,-46.682522,COMPLETED,4.8
431,2026-08-18 07:03:51,-23.590970,-46.683924,CANCELLED,4.8
432,2026-08-17 23:48:37,-23.590378,-46.683592,NO_DRIVERS_AVAILABLE,3.9
433,2026-08-18 05:35:02,-23.594169,-46.664908,COMPLETED,4.5
434,2026-08-18 22:35:56,-23.599682,-46.657980,COMPLETED,4.2
435,2026-08-18 14:57:06,-23.559536,-46.654459,CANCELLED,3.9
436,2026-08-18 20:40:41,-23.601943,-46.661597,COMPLETED,4.8
437,2026-08-18 22:48:37,-23.555518,-46.638335,CANCELLED,3.8
438,2026-08-18 18:56:28,-23.568288,-46.702569,COMPLETED,4.9
439,2026-08-18 08:39:57,-23.572822,-46.702202,COMPLETED,4.6
440,2026-08-18 19:49:51,-23.570472,-46.706310,CANCELLED,4.5
441,2026-08-18 16:30:28,-23.562252,-46.658492,COMPLETED,3.9
442,2026-08-18 09:02:23,-23.561925,-46.655129,COMPLETED,4.8
443,2026-08-18 18:23:55,-23.568554,-46.652680,COMPLETED,4.6
444,2026-08-17 23:53:05,-23.588891,-46.676589,COMPLETED,3.8
445,2026-08-18 20:50:50,-23.545016,-46.575552,CANCELLED,3.6
446,2026-08-18 13:36:36,-23.561533,-46.657900,COMPLETED,4.3
447,2026-08-18 15:29:13,-23.590284,-46.684202,COMPLETED,4.3
448,2026-08-18 14:13:01,-23.556370,-46.657994,CANCELLED,4.3
449,2026-08-18 19:11:26,-23.550808,-46.638263,COMPLETED,4.8
450,2026-08-18 07:32:45,-23.568314,-46.696913,COMPLETED,4.2
451,2026-08-18 17:52:09,-23.587428,-46.672662,CANCELLED,3.9
452,2026-08-18 19:39:06,-23.602119,-46.661589,NO_DRIVERS_AVAILABLE,3.7
453,2026-08-18 18:02:29,-23.565032,-46.695339,COMPLETED,3.9
454,2026-08-18 17:08:30,-23.585058,-46.674931,COMPLETED,4.6
455,2026-08-18 22:49:39,-23.561806,-46.654987,COMPLETED,3.5
456,2026-08-18 22:37:00,-23.539299,-46.574877,COMPLETED,4.6
457,2026-08-18 20:42:21,-23.554240,-46.655638,CANCELLED,4.3
458,2026-08-18 07:30:06,-23.605013,-46.662889,COMPLETED,4.6
459,2026-08-18 09:41:16,-23.556216,-46.659421,COMPLETED,3.5
460,2026-08-18 12:21:22,-23.537301,-46.572930,COMPLETED,4.3
461,2026-08-18 16:54:22,-23.555094,-46.634041,COMPLETED,4.8
462,2026-08-18 12:49:28,-23.599977,-46.658086,COMPLETED,3.8
463,2026-08-18 04:31:30,-23.565907,-46.709247,COMPLETED,4.0
464,2026-08-18 09:25:53,-23.561262,-46.652269,COMPLETED,4.6
465,2026-08-18 19:29:35,-23.588438,-46.678982,COMPLETED,3.9
466,2026-08-18 10:05:51,-23.559760,-46.658137,COMPLETED,3.7
467,2026-08-18 18:18:16,-23.537611,-46.581981,COMPLETED,3.8
468,2026-08-18 14:15:49,-23.587517,-46.680992,COMPLETED,3.6
469,2026-08-18 13:04:24,-23.585018,-46.678170,COMPLETED,3.9
470,2026-08-18 00:13:56,-23.587564,-46.682694,COMPLETED,4.7
471,2026-08-18 10:27:58,-23.549241,-46.636722,NO_DRIVERS_AVAILABLE,5.0
472,2026-08-18 02:52:47,-23.586506,-46.678553,COMPLETED,4.2
473,2026-08-18 21:05:43,-23.538113,-46.575118,COMPLETED,4.7
474,2026-08-18 00:57:29,-23.587496,-46.678097,COMPLETED,4.8
475,2026-08-18 16:19:25,-23.584385,-46.685355,COMPLETED,4.5
476,2026-08-18 01:53:02,-23.562821,-46.702969,COMPLETED,4.8
477,2026-08-18 03:46:01,-23.555075,-46.647395,COMPLETED,4.0
478,2026-08-18 23:00:11,-23.588325,-46.686006,COMPLETED,3.6
479,2026-08-18 22:11:12,-23.572622,-46.699616,COMPLETED,3.8
480,2026-08-18 11:53:10,-23.561641,-46.655873,COMPLETED,5.0
481,2026-08-18 13:54:29,-23.587427,-46.678344,CANCELLED,3.9
482,2026-08-18 16:12:44,-23.586610,-46.672860,COMPLETED,4.9
483,2026-08-18 01:24:18,-23.593516,-46.659331,CANCELLED,4.6
484,2026-08-18 01:27:01,-23.588238,-46.675607,COMPLETED,3.7
485,2026-08-18 10:21:57,-23.550838,-46.633951,COMPLETED,3.6
486,2026-08-18 16:24:21,-23.589466,-46.677567,CANCELLED,4.3
487,2026-08-18 12:39:29,-23.588844,-46.684136,COMPLETED,3.6
488,2026-08-18 03:48:58,-23.551149,-46.640535,COMPLETED,4.1
489,2026-08-18 02:26:21,-23.543614,-46.577990,COMPLETED,4.4
490,2026-08-18 08:50:38,-23.601102,-46.664523,COMPLETED,4.9
491,2026-08-18 14:37:19,-23.563200,-46.705059,COMPLETED,3.9
492,2026-08-17 23:58:31,-23.540200,-46.573035,COMPLETED,3.8
493,2026-08-18 07:55:43,-23.563474,-46.697428,COMPLETED,4.4
494,2026-08-18 21:30:35,-23.586834,-46.683164,COMPLETED,3.8
495,2026-08-18 16:40:17,-23.568813,-46.705744,COMPLETED,4.7
496,2026-08-18 11:59:06,-23.587439,-46.679746,COMPLETED,3.7
497,2026-08-18 12:14:03,-23.558416,-46.656597,COMPLETED,4.7
498,2026-08-18 15:57:56,-23.543811,-46.638285,CANCELLED,3.7
499,2026-08-18 19:04:39,-23.588236,-46.671799,COMPLETED,4.0
500,2026-08-18 20:05:46,-23.563980,-46.656305,NO_DRIVERS_AVAILABLE,4.3
