h3_cell_int,h3_cell_hex,total_requests,completed_trips,no_drivers_count,cancelled_count,friction_rate_pct,avg_passenger_rating
615446138014662655,88a810072bfffff,21,14,3,4,33.33,4.48
615446151987986431,88a8103b39fffff,20,13,5,2,35.0,4.65
615446138016759807,88a810072dfffff,20,13,4,3,35.0,4.44
615446139639955455,88a8100d39fffff,19,14,2,3,26.32,4.52
615446137656049663,88a81005d5fffff,19,12,1,6,36.84,4.77
615446139658829823,88a8100d4bfffff,19,13,1,5,31.58,4.65
615446136225791999,88a8100081fffff,18,10,3,5,44.44,4.38
615446167834066943,88a8107641fffff,18,15,2,1,16.67,4.62
615446139650441215,88a8100d43fffff,18,14,2,2,22.22,4.53
615446167838261247,88a8107645fffff,18,12,4,2,33.33,4.69
615446137270173695,88a8100465fffff,18,15,2,1,16.67,4.61
615446151467892735,88a8103949fffff,18,11,3,4,38.89,4.58
615446139470086143,88a8100c97fffff,17,12,2,3,29.41,4.58
615446136263540735,88a81000a5fffff,17,12,2,3,29.41,4.71
615446139738521599,88a8100d97fffff,17,12,1,4,29.41,4.58
615446139589623807,88a8100d09fffff,17,13,3,1,23.53,4.34
615446137643466751,88a81005c9fffff,17,11,2,4,35.29,4.53
615446137578455039,88a810058bfffff,17,9,4,4,47.06,4.64
615446136517296127,88a8100197fffff,17,12,0,5,29.41,4.75
615446138012565503,88a8100729fffff,16,12,2,2,25.0,4.57
615446138020954111,88a8100731fffff,16,10,5,1,37.5,4.46
615446140124397567,88a8100f07fffff,16,11,4,1,31.25,4.69
615446139633663999,88a8100d33fffff,16,10,4,2,37.5,4.5
615446137198870527,88a8100421fffff,16,15,1,0,6.25,4.55
615446137597329407,88a810059dfffff,16,6,4,6,62.5,4.52
615446151950237695,88a8103b15fffff,16,12,4,0,25.0,4.63
615446137628786687,88a81005bbfffff,16,13,1,2,18.75,4.45
615446151505641471,88a810396dfffff,15,10,3,2,33.33,4.67
615446139778367487,88a8100dbdfffff,15,8,4,3,46.67,4.75
615446140162146303,88a8100f2bfffff,15,10,4,1,33.33,4.5
615446139774173183,88a8100db9fffff,15,11,3,1,26.67,4.49
615446139757395967,88a8100da9fffff,14,9,3,2,35.71,4.48
615446136511004671,88a8100191fffff,14,9,2,3,35.71,4.66
615446139656732671,88a8100d49fffff,14,11,0,3,21.43,4.54
615446136267735039,88a81000a9fffff,14,9,1,4,35.71,4.57
615446139776270335,88a8100dbbfffff,14,11,1,2,21.43,4.41
615446167844552703,88a810764bfffff,14,9,3,2,35.71,4.56
615446136546656255,88a81001b3fffff,14,11,1,2,21.43,4.53
615446138031439871,88a810073bfffff,14,9,4,1,35.71,4.57
615446136313872383,88a81000d5fffff,14,7,4,3,50.0,4.43
615446140210380799,88a8100f59fffff,13,8,3,2,38.46,4.6
615446136238374911,88a810008dfffff,13,9,2,2,30.77,4.39
615446151958626303,88a8103b1dfffff,13,12,0,1,7.69,4.67
615446151765688319,88a8103a65fffff,13,11,1,1,15.38,4.35
615446136328552447,88a81000e3fffff,13,10,1,2,23.08,4.5
615446152023638015,88a8103b5bfffff,13,8,0,5,38.46,4.84
615446139499446271,88a8100cb3fffff,12,8,2,2,33.33,4.32
615446151774076927,88a8103a6dfffff,12,6,4,2,50.0,4.63
615446139648344063,88a8100d41fffff,12,6,2,4,50.0,4.18
615446166921805823,88a81072dbfffff,12,8,1,3,33.33,4.68
615446137588940799,88a8100595fffff,12,7,3,2,41.67,4.71
615446151954431999,88a8103b19fffff,12,9,2,1,25.0,4.54
615446136234180607,88a8100089fffff,12,6,2,4,50.0,4.85
615446137200967679,88a8100423fffff,11,7,1,3,36.36,4.51
615446137272270847,88a8100467fffff,11,9,2,0,18.18,4.61
615446140118106111,88a8100f01fffff,11,7,0,4,36.36,4.74
615446140206186495,88a8100f55fffff,11,6,2,3,45.45,4.83
615446139581235199,88a8100d01fffff,11,10,1,0,9.09,4.55
615446139820310527,88a8100de5fffff,11,5,1,5,54.55,4.72
615446140153757695,88a8100f23fffff,11,5,3,3,54.55,4.54
615446167876009983,88a8107669fffff,11,10,0,1,9.09,4.35
615446137976913919,88a8100707fffff,10,10,0,0,0.0,4.54
615446151985889279,88a8103b37fffff,10,8,1,1,20.0,4.43
615446137664438271,88a81005ddfffff,10,8,0,2,20.0,4.64
615446139761590271,88a8100dadfffff,10,6,2,2,40.0,4.55
615446139503640575,88a8100cb7fffff,10,7,2,1,30.0,4.49
615446136271929343,88a81000adfffff,10,8,1,1,20.0,4.8
615446137207259135,88a8100429fffff,10,7,1,2,30.0,4.43
615446139769978879,88a8100db5fffff,10,4,4,2,60.0,4.68
615446139587526655,88a8100d07fffff,10,7,3,0,30.0,4.7
615446139765784575,88a8100db1fffff,10,9,1,0,10.0,4.54
615446136299192319,88a81000c7fffff,9,7,0,2,22.22,4.19
615446152015249407,88a8103b53fffff,9,7,0,2,22.22,4.53
615446137658146815,88a81005d7fffff,9,7,0,2,22.22,4.51
615446136555044863,88a81001bbfffff,9,4,3,2,55.56,4.7
615446151501447167,88a8103969fffff,9,8,0,1,11.11,4.8
615446139751104511,88a8100da3fffff,9,7,1,1,22.22,4.3
615446136309678079,88a81000d1fffff,9,7,2,0,22.22,4.59
615446167880204287,88a810766dfffff,8,5,1,2,37.5,4.4
615446136318066687,88a81000d9fffff,8,5,1,2,37.5,4.58
615446151463698431,88a8103945fffff,8,6,2,0,25.0,4.55
615446137651855359,88a81005d1fffff,8,6,0,2,25.0,4.5
615446151493058559,88a8103961fffff,8,5,3,0,37.5,4.38
615446139767881727,88a8100db3fffff,8,6,1,1,25.0,4.58
615446137645563903,88a81005cbfffff,8,6,0,2,25.0,4.48
615446167863427071,88a810765dfffff,8,7,0,1,12.5,4.73
615446140214575103,88a8100f5dfffff,8,3,3,2,62.5,4.5
615446140130689023,88a8100f0dfffff,8,6,1,1,25.0,4.75
615446136519393279,88a8100199fffff,8,5,2,1,37.5,4.6
615446138077577215,88a8100767fffff,7,4,2,1,42.86,4.47
615446137974816767,88a8100705fffff,7,5,2,0,28.57,4.62
615446166919708671,88a81072d9fffff,7,6,1,0,14.29,4.7
615446140126494719,88a8100f09fffff,7,3,2,2,57.14,4.43
615446151459504127,88a8103941fffff,7,4,3,0,42.86,4.47
615446152019443711,88a8103b57fffff,7,5,1,1,28.57,4.54
615446139637858303,88a8100d37fffff,7,6,1,0,14.29,4.87
615446138029342719,88a8100739fffff,7,3,1,3,57.14,4.37
615446139631566847,88a8100d31fffff,7,6,1,0,14.29,4.6
615446137209356287,88a810042bfffff,7,4,0,3,42.86,4.58
615446137228230655,88a810043dfffff,6,3,2,1,50.0,4.53
615446136322260991,88a81000ddfffff,6,5,0,1,16.67,4.56
615446136320163839,88a81000dbfffff,6,3,2,1,50.0,4.5
615446137278562303,88a810046dfffff,6,2,2,2,66.67,5.0
615446139755298815,88a8100da7fffff,6,4,0,2,33.33,4.25
615446137219842047,88a8100435fffff,6,4,2,0,33.33,4.8
615446151952334847,88a8103b17fffff,6,4,1,1,33.33,4.75
615446137274367999,88a8100469fffff,6,4,1,1,33.33,4.55
615446151990083583,88a8103b3bfffff,6,3,1,2,50.0,4.43
615446138071285759,88a8100761fffff,6,5,1,0,16.67,4.54
615446139654635519,88a8100d47fffff,6,3,2,1,50.0,4.37
615446136294998015,88a81000c3fffff,6,3,3,0,50.0,4.4
615446151979597823,88a8103b31fffff,6,6,0,0,0.0,4.43
615446151503544319,88a810396bfffff,6,5,0,1,16.67,4.62
615446167878107135,88a810766bfffff,5,5,0,0,0.0,4.48
615446140187312127,88a8100f43fffff,5,5,0,0,0.0,4.2
615446151465795583,88a8103947fffff,5,3,0,2,40.0,4.53
615446151981694975,88a8103b33fffff,5,4,0,1,20.0,4.45
615446151946043391,88a8103b11fffff,5,4,1,0,20.0,4.63
615446136584404991,88a81001d7fffff,5,0,1,4,100.0,
615446151469989887,88a810394bfffff,5,3,0,2,40.0,4.53
615446137215647743,88a8100431fffff,5,5,0,0,0.0,4.6
615446136523587583,88a810019dfffff,5,3,1,1,40.0,4.5
615446137265979391,88a8100461fffff,4,3,1,0,25.0,4.7
615446136326455295,88a81000e1fffff,4,3,1,0,25.0,4.67
615446151706968063,88a8103a2dfffff,4,3,1,0,25.0,4.5
615446139585429503,88a8100d05fffff,4,3,1,0,25.0,4.23
615446167871815679,88a8107665fffff,4,2,0,2,50.0,4.55
615446137991593983,88a8100715fffff,4,4,0,0,0.0,4.72
615446136515198975,88a8100195fffff,4,3,1,0,25.0,4.77
615446139593818111,88a8100d0dfffff,4,2,1,1,50.0,4.55
615446167840358399,88a8107647fffff,4,4,0,0,0.0,4.9
615446137987399679,88a8100711fffff,4,3,1,0,25.0,4.5
615446136544559103,88a81001b1fffff,4,4,0,0,0.0,4.55
615446140122300415,88a8100f05fffff,4,3,1,0,25.0,4.27
615446138075480063,88a8100765fffff,4,3,0,1,25.0,4.4
615446151497252863,88a8103965fffff,4,1,2,1,75.0,3.9
615446136819286015,88a81002b7fffff,4,4,0,0,0.0,4.57
615446151767785471,88a8103a67fffff,4,2,0,2,50.0,4.55
615446139652538367,88a8100d45fffff,4,2,0,2,50.0,4.7
615446139749007359,88a8100da1fffff,4,2,1,1,50.0,4.6
615446167859232767,88a8107659fffff,4,3,1,0,25.0,4.63
615446137221939199,88a8100437fffff,4,2,2,0,50.0,4.45
615446140151660543,88a8100f21fffff,4,2,2,0,50.0,4.6
615446136336941055,88a81000ebfffff,4,4,0,0,0.0,4.52
615446139753201663,88a8100da5fffff,3,1,0,2,66.67,5.0
615446167766958079,88a8107601fffff,3,2,1,0,33.33,4.6
615446136812994559,88a81002b1fffff,3,1,1,1,66.67,4.8
615446166917611519,88a81072d7fffff,3,3,0,0,0.0,4.3
615446136550850559,88a81001b7fffff,3,3,0,0,0.0,4.73
615446137972719615,88a8100703fffff,3,3,0,0,0.0,4.8
615446137584746495,88a8100591fffff,3,3,0,0,0.0,4.63
615446136580210687,88a81001d3fffff,3,1,1,1,66.67,4.1
615446137586843647,88a8100593fffff,3,3,0,0,0.0,4.83
615446151461601279,88a8103943fffff,3,2,1,0,33.33,4.85
615446166923902975,88a81072ddfffff,3,0,3,0,100.0,
615446137224036351,88a8100439fffff,3,3,0,0,0.0,4.53
615446136815091711,88a81002b3fffff,3,2,0,1,33.33,4.85
615446139644149759,88a8100d3dfffff,3,2,0,1,33.33,3.95
615446151761494015,88a8103a61fffff,3,0,1,2,100.0,
615446139772076031,88a8100db7fffff,3,0,1,2,100.0,
615446140195700735,88a8100f4bfffff,3,1,1,1,66.67,4.5
615446137979011071,88a8100709fffff,3,3,0,0,0.0,4.7
615446166911320063,88a81072d1fffff,3,1,1,1,66.67,5.0
615446151203651583,88a810384dfffff,3,2,0,1,33.33,4.9
615446137660243967,88a81005d9fffff,3,2,1,0,33.33,4.55
615446136292900863,88a81000c1fffff,3,2,1,0,33.33,4.6
615446167867621375,88a8107661fffff,3,3,0,0,0.0,4.43
615446151948140543,88a8103b13fffff,3,2,1,0,33.33,4.55
615446151698579455,88a8103a25fffff,3,2,0,1,33.33,4.0
615446137165316095,88a8100401fffff,3,2,0,1,33.33,4.15
615446137268076543,88a8100463fffff,3,2,1,0,33.33,4.55
615446139635761151,88a8100d35fffff,3,1,0,2,66.67,4.8
615446136548753407,88a81001b5fffff,3,2,1,0,33.33,4.75
615446167850844159,88a8107651fffff,3,3,0,0,0.0,4.8
615446151769882623,88a8103a69fffff,3,3,0,0,0.0,4.83
615446140160049151,88a8100f29fffff,3,1,0,2,66.67,4.3
615446137993691135,88a8100717fffff,2,2,0,0,0.0,4.55
615446140189409279,88a8100f45fffff,2,1,1,0,50.0,4.0
615446166854696959,88a810729bfffff,2,1,1,0,50.0,4.0
615446151763591167,88a8103a63fffff,2,1,1,0,50.0,4.9
615446139660926975,88a8100d4dfffff,2,0,1,1,100.0,
615446151700676607,88a8103a27fffff,2,2,0,0,0.0,4.95
615446168129765375,88a810775bfffff,2,1,0,1,50.0,4.1
615446151956529151,88a8103b1bfffff,2,2,0,0,0.0,4.4
615446139621081087,88a8100d27fffff,2,1,1,0,50.0,4.6
615446136552947711,88a81001b9fffff,2,1,0,1,50.0,4.1
615446137593135103,88a8100599fffff,2,2,0,0,0.0,4.6
615446167855038463,88a8107655fffff,2,2,0,0,0.0,4.15
615446151740522495,88a8103a4dfffff,2,1,1,0,50.0,4.6
615446167869718527,88a8107663fffff,2,1,0,1,50.0,4.1
615446137653952511,88a81005d3fffff,2,1,0,1,50.0,4.9
615446151400783871,88a8103909fffff,2,2,0,0,0.0,4.65
615446140157951999,88a8100f27fffff,2,2,0,0,0.0,4.35
615446136588599295,88a81001dbfffff,2,1,1,0,50.0,4.7
615446136332746751,88a81000e7fffff,2,1,1,0,50.0,4.6
615446168112988159,88a810774bfffff,2,1,1,0,50.0,4.3
615446139616886783,88a8100d23fffff,2,0,1,1,100.0,
615446151224623103,88a8103861fffff,2,1,1,0,50.0,5.0
615446140220866559,88a8100f63fffff,2,1,1,0,50.0,4.8
615446167861329919,88a810765bfffff,2,1,0,1,50.0,3.6
615446151438532607,88a810392dfffff,2,1,1,0,50.0,5.0
615446140191506431,88a8100f47fffff,2,2,0,0,0.0,4.2
615446151499350015,88a8103967fffff,2,1,0,1,50.0,4.4
615446168115085311,88a810774dfffff,2,2,0,0,0.0,4.6
615446136305483775,88a81000cdfffff,2,2,0,0,0.0,4.8
615446138083868671,88a810076dfffff,2,1,0,1,50.0,4.4
615446137662341119,88a81005dbfffff,2,2,0,0,0.0,3.9
615446136582307839,88a81001d5fffff,2,2,0,0,0.0,4.6
615446167777443839,88a810760bfffff,2,0,0,2,100.0,
615446151694385151,88a8103a21fffff,2,2,0,0,0.0,4.65
615446137999982591,88a810071dfffff,2,1,0,1,50.0,4.5
615446136303386623,88a81000cbfffff,2,2,0,0,0.0,4.95
615446167857135615,88a8107657fffff,2,2,0,0,0.0,4.35
615446151396589567,88a8103905fffff,2,0,0,2,100.0,
615446166913417215,88a81072d3fffff,2,2,0,0,0.0,4.8
615446138400538623,88a810089bfffff,2,2,0,0,0.0,4.65
615446168110891007,88a8107749fffff,2,2,0,0,0.0,4.2
615446137169510399,88a8100405fffff,2,0,1,1,100.0,
615446151480475647,88a8103955fffff,2,1,1,0,50.0,4.2
615446137983205375,88a810070dfffff,1,0,0,1,100.0,
615446136817188863,88a81002b5fffff,1,1,0,0,0.0,4.3
615446140229255167,88a8100f6bfffff,1,1,0,0,0.0,4.2
615446136789925887,88a810029bfffff,1,1,0,0,0.0,4.9
615446136557142015,88a81001bdfffff,1,1,0,0,0.0,3.9
615446137595232255,88a810059bfffff,1,1,0,0,0.0,4.4
615446137167413247,88a8100403fffff,1,1,0,0,0.0,4.2
615446136538267647,88a81001abfffff,1,0,1,0,100.0,
615446168060559359,88a8107719fffff,1,1,0,0,0.0,5.0
615446136531976191,88a81001a5fffff,1,1,0,0,0.0,4.8
615446137171607551,88a8100407fffff,1,1,0,0,0.0,4.6
615446167800512511,88a8107621fffff,1,1,0,0,0.0,4.5
615446137245007871,88a810044dfffff,1,1,0,0,0.0,4.6
615446168144445439,88a8107769fffff,1,1,0,0,0.0,5.0
615446139625275391,88a8100d2bfffff,1,1,0,0,0.0,4.3
615446151484669951,88a8103959fffff,1,1,0,0,0.0,4.9
615446139681898495,88a8100d61fffff,1,1,0,0,0.0,4.7
615446168104599551,88a8107743fffff,1,0,1,0,100.0,
615446136339038207,88a81000edfffff,1,1,0,0,0.0,4.5
615446138390052863,88a8100891fffff,1,1,0,0,0.0,3.6
615446151482572799,88a8103957fffff,1,1,0,0,0.0,4.7
615446151228817407,88a8103865fffff,1,1,0,0,0.0,4.7
615446167836164095,88a8107643fffff,1,1,0,0,0.0,4.9
615446151488864255,88a810395dfffff,1,1,0,0,0.0,4.5
615446137406488575,88a81004e7fffff,1,1,0,0,0.0,4.6
615446167813095423,88a810762dfffff,1,0,0,1,100.0,
615446151486767103,88a810395bfffff,1,1,0,0,0.0,4.3
615446138396344319,88a8100897fffff,1,0,1,0,100.0,
615446167771152383,88a8107605fffff,1,0,1,0,100.0,
615446136823480319,88a81002bbfffff,1,1,0,0,0.0,4.7
615446151495155711,88a8103963fffff,1,1,0,0,0.0,4.8
615446136330649599,88a81000e5fffff,1,1,0,0,0.0,5.0
615446137238716415,88a8100447fffff,1,0,1,0,100.0,
615446168106696703,88a8107745fffff,1,1,0,0,0.0,4.1
615446139618983935,88a8100d25fffff,1,1,0,0,0.0,4.7
615446137379225599,88a81004cdfffff,1,0,0,1,100.0,
615446151237206015,88a810386dfffff,1,0,0,1,100.0,
615446137970622463,88a8100701fffff,1,0,0,1,100.0,
615446136301289471,88a81000c9fffff,1,0,1,0,100.0,
615446136796217343,88a81002a1fffff,1,1,0,0,0.0,4.4
615446137412780031,88a81004edfffff,1,1,0,0,0.0,5.0
615446136110448639,88a8100013fffff,1,0,0,1,100.0,
615446151235108863,88a810386bfffff,1,1,0,0,0.0,4.4
615446136534073343,88a81001a7fffff,1,0,1,0,100.0,
615446137276465151,88a810046bfffff,1,0,0,1,100.0,
615446151404978175,88a810390dfffff,1,0,0,1,100.0,
615446138054508543,88a8100751fffff,1,1,0,0,0.0,4.6
615446137175801855,88a810040bfffff,1,1,0,0,0.0,4.4
615446138060799999,88a8100757fffff,1,1,0,0,0.0,4.3
615446136500518911,88a8100187fffff,1,1,0,0,0.0,4.8
615446166852599807,88a8107299fffff,1,0,0,1,100.0,
615446166837919743,88a810728bfffff,1,1,0,0,0.0,5.0
615446151704870911,88a8103a2bfffff,1,1,0,0,0.0,4.7
615446138073382911,88a8100763fffff,1,0,1,0,100.0,
615446136578113535,88a81001d1fffff,1,0,0,1,100.0,
615446167825678335,88a8107639fffff,1,1,0,0,0.0,4.2
615446136502616063,88a8100189fffff,1,0,0,1,100.0,
615446151230914559,88a8103867fffff,1,1,0,0,0.0,5.0
615446140193603583,88a8100f49fffff,1,1,0,0,0.0,4.1
615446168119279615,88a8107751fffff,1,1,0,0,0.0,3.8
615446137735741439,88a8100621fffff,1,1,0,0,0.0,4.6
615446139690287103,88a8100d69fffff,1,1,0,0,0.0,4.2
615446166905028607,88a81072cbfffff,1,1,0,0,0.0,4.6
615446166915514367,88a81072d5fffff,1,1,0,0,0.0,5.0
615446136144003071,88a8100033fffff,1,1,0,0,0.0,5.0
615446151197360127,88a8103847fffff,1,1,0,0,0.0,5.0
615446137404391423,88a81004e5fffff,1,1,0,0,0.0,4.3
615446136146100223,88a8100035fffff,1,1,0,0,0.0,4.8
615446151732133887,88a8103a45fffff,1,1,0,0,0.0,5.0
615446167852941311,88a8107653fffff,1,1,0,0,0.0,4.3
615446139683995647,88a8100d63fffff,1,0,1,0,100.0,
615446136783634431,88a8100295fffff,1,1,0,0,0.0,4.0
615446137232424959,88a8100441fffff,1,1,0,0,0.0,5.0
615446138081771519,88a810076bfffff,1,1,0,0,0.0,5.0
615446140185214975,88a8100f41fffff,1,1,0,0,0.0,3.6
615446137236619263,88a8100445fffff,1,0,1,0,100.0,
615446140225060863,88a8100f67fffff,1,0,0,1,100.0,
615446136297095167,88a81000c5fffff,1,0,0,1,100.0,
615446151199457279,88a8103849fffff,1,0,0,1,100.0,
615446151413366783,88a8103915fffff,1,1,0,0,0.0,4.0
615446167873912831,88a8107667fffff,1,1,0,0,0.0,4.7
615446137345671167,88a81004adfffff,1,1,0,0,0.0,4.8
615446138067091455,88a810075dfffff,1,1,0,0,0.0,3.9
615446167775346687,88a8107609fffff,1,0,0,1,100.0,
615446166894542847,88a81072c1fffff,1,1,0,0,0.0,4.5
615446151771979775,88a8103a6bfffff,1,0,1,0,100.0,
615446151421755391,88a810391dfffff,1,1,0,0,0.0,4.1
615446166907125759,88a81072cdfffff,1,1,0,0,0.0,4.5
